file_name,video,cluster,review_score,pca_x,pca_y
vid_000162_frame0000001.jpg,vid_000162,7,0.5962498197575682,16.235240936279297,2.5904312133789062
vid_000444_frame0000108.jpg,vid_000444,7,0.5935143022239867,20.74327850341797,-2.0858912467956543
vid_000444_frame0000031.jpg,vid_000444,7,0.5897978782410783,17.999784469604492,-0.15588070452213287
vid_000162_frame0000003.jpg,vid_000162,7,0.5865829485519696,16.18012237548828,2.064209461212158
vid_000055_frame0000005.jpg,vid_000055,3,0.5836684610043092,22.109466552734375,3.8376903533935547
vid_000315_frame0000021.jpg,vid_000315,5,0.5717907533171043,11.520880699157715,-3.8907837867736816
vid_000551_frame0000121.jpg,vid_000551,7,0.5706900803656383,11.785393714904785,-4.632147312164307
vid_000440_frame0000114.jpg,vid_000440,7,0.5658244539779295,17.783039093017578,9.969076156616211
vid_000551_frame0000123.jpg,vid_000551,7,0.5648685977687204,9.875664710998535,-4.765026092529297
vid_000437_frame0000031.jpg,vid_000437,7,0.5645353396692696,14.633017539978027,13.681802749633789
vid_000437_frame0000034.jpg,vid_000437,7,0.5630703563451479,17.60140609741211,13.887866020202637
vid_000432_frame0000019.jpg,vid_000432,7,0.5605492324010531,17.25563621520996,4.968403339385986
vid_000443_frame0000069.jpg,vid_000443,7,0.5595961522267142,11.882296562194824,-2.3132894039154053
vid_000443_frame0000084.jpg,vid_000443,7,0.5591763040925265,12.581305503845215,-1.2354611158370972
vid_000315_frame0000020.jpg,vid_000315,5,0.5589227699296623,9.724583625793457,-2.188596725463867
vid_000441_frame0000009.jpg,vid_000441,7,0.5573819989325993,15.089461326599121,3.4852402210235596
vid_000443_frame0000003.jpg,vid_000443,7,0.5570852072862666,12.695405960083008,-1.3595082759857178
vid_000319_frame0000039.jpg,vid_000319,7,0.5548647462055857,11.269403457641602,4.0130414962768555
vid_000143_frame0000066.jpg,vid_000143,3,0.5548509178689297,30.48284912109375,-3.9390058517456055
vid_000555_frame0000020.jpg,vid_000555,5,0.5526444914235664,13.18005084991455,-2.909109354019165
vid_000444_frame0000009.jpg,vid_000444,7,0.5489790825390514,16.599536895751953,-2.443732500076294
vid_000443_frame0000001.jpg,vid_000443,7,0.5489702858317912,10.633011817932129,-2.6106479167938232
vid_000063_frame0000021.jpg,vid_000063,1,0.5483381679379559,16.12133026123047,-6.00547456741333
vid_000443_frame0000010.jpg,vid_000443,7,0.5480485924115653,13.562294006347656,2.0838353633880615
vid_000055_frame0000020.jpg,vid_000055,3,0.5474845536737755,21.435447692871094,-0.3064025640487671
vid_000055_frame0000025.jpg,vid_000055,3,0.5459368188574201,22.0885066986084,2.114900588989258
vid_000055_frame0000030.jpg,vid_000055,3,0.5457800413324835,22.507780075073242,0.48230108618736267
vid_000319_frame0000031.jpg,vid_000319,7,0.5456789386579063,11.614099502563477,4.122394561767578
vid_000442_frame0000027.jpg,vid_000442,7,0.5447649821608115,13.896886825561523,1.869189739227295
vid_000319_frame0000030.jpg,vid_000319,7,0.5438458874838296,11.290176391601562,4.515336036682129
vid_000315_frame0000027.jpg,vid_000315,5,0.5425078307672551,7.2032036781311035,-4.115554332733154
vid_000143_frame0000059.jpg,vid_000143,3,0.5402908169196027,28.03286361694336,-4.298861503601074
vid_000142_frame0000012.jpg,vid_000142,5,0.5398569951709371,14.27066421508789,-7.429164409637451
vid_000444_frame0000052.jpg,vid_000444,7,0.5397712399417892,15.754766464233398,-3.6865334510803223
vid_000421_frame0000031.jpg,vid_000421,7,0.5388749065801699,13.687141418457031,1.3424265384674072
vid_000432_frame0000023.jpg,vid_000432,7,0.5386344103937867,12.29655933380127,5.395050048828125
vid_000555_frame0000034.jpg,vid_000555,7,0.538260495800682,16.038829803466797,-3.284985303878784
vid_000552_frame0000107.jpg,vid_000552,3,0.5369012422674713,15.64111042022705,0.1495811492204666
vid_000333_frame0000018.jpg,vid_000333,3,0.5364380623808255,17.290864944458008,1.5560917854309082
vid_000440_frame0000063.jpg,vid_000440,7,0.5357468653729225,24.374975204467773,4.319238662719727
vid_000142_frame0000026.jpg,vid_000142,5,0.5356823049495995,15.496164321899414,-7.3226752281188965
vid_000343_frame0000046.jpg,vid_000343,7,0.5350327587746304,13.651094436645508,-2.031982421875
vid_000116_frame0000066.jpg,vid_000116,5,0.5335832098223641,10.8255615234375,-3.852252244949341
vid_000142_frame0000023.jpg,vid_000142,5,0.5334523414586085,17.700550079345703,-7.281993865966797
vid_000247_frame0000016.jpg,vid_000247,5,0.5311255816320866,14.41077995300293,-2.467125654220581
vid_000555_frame0000019.jpg,vid_000555,5,0.530628591715896,13.264874458312988,-0.36936086416244507
vid_000116_frame0000041.jpg,vid_000116,5,0.529553973207426,8.713770866394043,-3.317387342453003
vid_000436_frame0000021.jpg,vid_000436,7,0.5290659761837369,14.566125869750977,10.75343132019043
vid_000440_frame0000049.jpg,vid_000440,7,0.5282650576452029,17.89425277709961,4.122447490692139
vid_000316_frame0000031.jpg,vid_000316,1,0.5278443774283054,11.729484558105469,-6.73685359954834
vid_000316_frame0000017.jpg,vid_000316,1,0.5264785375120355,12.348549842834473,-5.952855110168457
vid_000316_frame0000015.jpg,vid_000316,1,0.5261808182180382,10.713972091674805,-6.559042453765869
vid_000423_frame0000009.jpg,vid_000423,5,0.5256501757688709,6.454257488250732,-2.199678421020508
vid_000433_frame0000027.jpg,vid_000433,7,0.5255726578998177,12.002033233642578,-6.2626118659973145
vid_000286_frame0000014.jpg,vid_000286,4,0.5253200201894529,8.626419067382812,11.203217506408691
vid_000138_frame0000016.jpg,vid_000138,3,0.5248192870797543,12.92932415008545,-3.2868778705596924
vid_000551_frame0000103.jpg,vid_000551,7,0.5246286660996119,14.479459762573242,-1.9009308815002441
vid_000315_frame0000018.jpg,vid_000315,5,0.5245295330256936,9.288957595825195,-2.310863494873047
vid_000333_frame0000013.jpg,vid_000333,3,0.5238466470998091,24.098325729370117,-1.3983575105667114
vid_000316_frame0000018.jpg,vid_000316,1,0.523170279742586,11.776628494262695,-7.735871315002441
vid_000138_frame0000017.jpg,vid_000138,3,0.5225326386474011,12.110236167907715,-2.821213960647583
vid_000145_frame0000068.jpg,vid_000145,3,0.5224780409672759,18.40070915222168,-1.3926994800567627
vid_000116_frame0000010.jpg,vid_000116,5,0.5224045868974315,6.253479480743408,-2.767852783203125
vid_000142_frame0000019.jpg,vid_000142,5,0.5221732555984872,14.612845420837402,-7.183526039123535
vid_000319_frame0000028.jpg,vid_000319,7,0.5209171966866948,8.559222221374512,4.230789661407471
vid_000552_frame0000108.jpg,vid_000552,3,0.5204355478706955,14.727170944213867,-0.23818336427211761
vid_000053_frame0000014.jpg,vid_000053,1,0.5199030319269322,11.80354118347168,-4.7344584465026855
vid_000333_frame0000019.jpg,vid_000333,3,0.5197214005556657,16.678659439086914,1.6472173929214478
vid_000053_frame0000003.jpg,vid_000053,1,0.5195745166370562,11.95428466796875,-4.738098621368408
vid_000209_frame0000011.jpg,vid_000209,1,0.5189662841102708,11.760662078857422,-0.12171608209609985
vid_000116_frame0000034.jpg,vid_000116,5,0.5180832046178628,6.838584899902344,-2.1334478855133057
vid_000316_frame0000019.jpg,vid_000316,1,0.5177771518312193,11.924934387207031,-7.091188907623291
vid_000539_frame0000062.jpg,vid_000539,5,0.5177353026282253,9.437851905822754,0.9151157140731812
vid_000551_frame0000095.jpg,vid_000551,7,0.5176829335769331,13.806807518005371,-2.921020984649658
vid_000421_frame0000003.jpg,vid_000421,7,0.517460055683044,10.677682876586914,1.3283934593200684
vid_000055_frame0000080.jpg,vid_000055,3,0.5173931446443236,18.149518966674805,0.04352429136633873
vid_000053_frame0000002.jpg,vid_000053,1,0.5173786163942296,12.51929759979248,-4.579586982727051
vid_000422_frame0000004.jpg,vid_000422,7,0.5170754175637069,18.91300392150879,4.698069095611572
vid_000552_frame0000112.jpg,vid_000552,3,0.5164251421409163,15.191121101379395,1.4390556812286377
vid_000053_frame0000015.jpg,vid_000053,1,0.5163594092260159,11.379676818847656,-5.145748138427734
vid_000053_frame0000004.jpg,vid_000053,1,0.5157284488768944,11.624893188476562,-5.124945640563965
vid_000142_frame0000030.jpg,vid_000142,5,0.5152439151517176,13.387048721313477,-7.093174457550049
vid_000138_frame0000015.jpg,vid_000138,3,0.5150677299186573,11.297000885009766,-2.510733127593994
vid_000319_frame0000021.jpg,vid_000319,5,0.5149666794796371,8.171926498413086,4.585439682006836
vid_000143_frame0000055.jpg,vid_000143,3,0.5149054650914354,27.737869262695312,-4.467429161071777
vid_000105_frame0000012.jpg,vid_000105,1,0.5143141433361255,10.486988067626953,0.6400162577629089
vid_000333_frame0000014.jpg,vid_000333,3,0.5138506754547209,21.157405853271484,-2.004807710647583
vid_000116_frame0000042.jpg,vid_000116,5,0.5138182001600389,8.261285781860352,-2.4295237064361572
vid_000053_frame0000001.jpg,vid_000053,1,0.5132376615162179,12.533963203430176,-4.6845855712890625
vid_000116_frame0000033.jpg,vid_000116,5,0.5128847424265699,9.082585334777832,-0.9314696788787842
vid_000143_frame0000001.jpg,vid_000143,3,0.5127741271992201,19.28704261779785,-4.818248271942139
vid_000293_frame0000007.jpg,vid_000293,3,0.5126080862352957,13.28394603729248,3.610417127609253
vid_000333_frame0000050.jpg,vid_000333,3,0.5122820001301983,19.850290298461914,-0.5275917053222656
vid_000436_frame0000012.jpg,vid_000436,7,0.5122564703221969,12.3386869430542,10.729101181030273
vid_000053_frame0000018.jpg,vid_000053,1,0.5122355653303386,11.293549537658691,-5.532525062561035
vid_000142_frame0000034.jpg,vid_000142,5,0.5118089969346266,12.53741455078125,-8.090198516845703
vid_000143_frame0000032.jpg,vid_000143,3,0.5117503643584571,13.582571983337402,-5.575939178466797
vid_000555_frame0000032.jpg,vid_000555,5,0.5110483339970081,11.176434516906738,-2.862224578857422
vid_000440_frame0000068.jpg,vid_000440,3,0.509731489879405,19.579238891601562,3.210207939147949
vid_000250_frame0000006.jpg,vid_000250,7,0.509608883601849,12.95566177368164,12.845697402954102
vid_000145_frame0000022.jpg,vid_000145,3,0.509496232030865,12.518487930297852,-1.9380974769592285
vid_000333_frame0000002.jpg,vid_000333,3,0.5094252391499033,13.420110702514648,3.2774412631988525
vid_000053_frame0000035.jpg,vid_000053,1,0.5092231566772596,11.18409538269043,-4.572239875793457
vid_000555_frame0000018.jpg,vid_000555,5,0.5091350391926146,9.962620735168457,0.03295917063951492
vid_000555_frame0000035.jpg,vid_000555,5,0.5090000440219512,9.764551162719727,-5.296921253204346
vid_000053_frame0000013.jpg,vid_000053,1,0.5087495385032832,11.165339469909668,-4.821385860443115
vid_000116_frame0000030.jpg,vid_000116,5,0.5084859847013947,7.521041393280029,-3.781820297241211
vid_000443_frame0000005.jpg,vid_000443,7,0.5083829872196908,10.25299072265625,1.256546139717102
vid_000286_frame0000015.jpg,vid_000286,4,0.5080921859912348,9.362728118896484,11.539827346801758
vid_000555_frame0000041.jpg,vid_000555,5,0.5079981904728353,16.86473846435547,-6.02050256729126
vid_000319_frame0000023.jpg,vid_000319,5,0.5076949822183127,7.381243705749512,1.9002559185028076
vid_000209_frame0000010.jpg,vid_000209,1,0.5074826730190412,10.15562629699707,-0.4597211182117462
vid_000441_frame0000006.jpg,vid_000441,7,0.5064835390589837,11.674221992492676,2.8959226608276367
vid_000316_frame0000012.jpg,vid_000316,1,0.506404090905573,9.098905563354492,-6.1420063972473145
vid_000440_frame0000059.jpg,vid_000440,7,0.5062089674259831,14.166929244995117,2.919325828552246
vid_000430_frame0000009.jpg,vid_000430,7,0.5055600801680225,12.656070709228516,7.0823235511779785
vid_000421_frame0000010.jpg,vid_000421,7,0.5052509278064851,12.670613288879395,1.4756473302841187
vid_000423_frame0000018.jpg,vid_000423,5,0.5051588473910942,6.2612504959106445,-1.9973641633987427
